rowid,sy_dist,sy_pnum,discoverymethod,disc_year
1527,606.128,1,Transit,2018
1528,249.742,2,Transit,2018
1529,249.742,2,Transit,2018
1530,228.641,1,Transit,2018
1531,99.9293,1,Transit,2018
1532,247.266,1,Transit,2018
1533,247.302,1,Transit,2018
1534,492.167,1,Transit,2018
1535,214.753,1,Transit,2018
1536,190.81,1,Transit,2018
1537,38.0266,2,Transit,2015
1538,38.0266,2,Radial Velocity,2017
1539,203.896,1,Transit,2018
1540,360.911,1,Transit,2018
1541,154.83,1,Transit,2018
1542,329.041,3,Transit,2018
1543,329.041,3,Transit,2018
1544,329.041,3,Transit,2018
1545,75.5857,1,Transit,2018
1546,268.357,2,Transit,2018
1547,268.357,2,Transit,2018
1548,330.739,1,Transit,2018
1549,330.916,4,Transit,2018
1550,330.916,4,Transit,2018
1551,330.916,4,Transit,2018
1552,330.916,4,Transit,2018
1553,446.821,2,Transit,2018
1554,446.821,2,Transit,2018
1555,242.113,2,Transit,2018
1556,242.113,2,Transit,2018
1557,289.827,3,Transit,2015
1558,289.827,3,Transit,2015
1559,289.827,3,Transit,2016
1560,160.679,2,Transit,2018
1561,160.679,2,Transit,2018
1562,287.188,1,Transit,2018
1563,221.753,1,Transit,2018
1564,411.923,1,Transit,2018
1565,629.51,1,Transit,2018
1566,315.014,2,Transit,2018
1567,315.014,2,Transit,2018
1568,584.877,1,Transit,2018
1569,247.637,1,Transit,2018
1570,110.567,3,Transit,2018
1571,110.567,3,Transit,2019
1572,110.567,3,Transit,2019
1573,107.518,2,Transit,2018
1574,107.518,2,Transit,2018
1575,184.131,1,Transit,2018
1576,197.932,2,Transit,2018
1577,197.932,2,Transit,2018
1578,5200.0,1,Microlensing,2023
1579,300.397,1,Transit,2018
1580,166.147,1,Transit,2018
1581,577.235,1,Transit,2018
1582,405.301,1,Transit,2018
1583,244.443,1,Transit,2018
1584,363.064,1,Transit,2018
1585,256.887,1,Transit,2018
1586,76.4986,1,Transit,2018
1587,83.6448,2,Transit,2015
1588,83.6448,2,Transit,2015
1589,176.51,1,Transit,2018
1590,272.297,1,Transit,2018
1591,109.218,1,Transit,2018
1592,389.702,1,Transit,2018
1593,300.64,1,Transit,2018
1594,403.964,1,Transit,2018
1595,115.461,1,Transit,2018
1596,381.878,1,Transit,2018
1597,394.083,1,Transit,2018
1598,325.4,3,Transit,2018
1599,325.4,3,Transit,2018
1600,325.4,3,Transit,2018
1601,243.836,1,Transit,2015
1602,233.514,1,Transit,2018
1603,318.81,1,Transit,2018
1604,101.321,1,Transit,2018
1605,198.604,2,Transit,2018
1606,198.604,2,Transit,2018
1607,275.255,2,Transit,2018
1608,275.255,2,Transit,2018
1609,357.778,1,Transit,2018
1610,211.265,1,Transit,2018
1611,187.234,1,Transit,2018
1612,129.46,1,Transit,2018
1613,102.564,2,Transit,2018
1614,102.564,2,Transit,2018
1615,540.773,1,Transit,2018
1616,321.215,1,Transit,2018
1617,130.72,1,Transit,2018
1618,67.5062,3,Transit,2018
1619,67.5062,3,Transit,2018
1620,67.5062,3,Transit,2018
1621,314.995,1,Transit,2018
1622,537.963,1,Transit,2018
1623,31.0849,3,Transit,2018
1624,31.0849,3,Transit,2018
1625,31.0849,3,Transit,2018
1626,170.562,2,Transit,2016
1627,170.562,2,Transit,2016
1628,72.9105,2,Transit,2018
1629,72.9105,2,Transit,2018
1630,149.464,1,Transit,2018
1631,109.237,1,Transit,2018
1632,266.864,2,Transit,2018
1633,266.864,2,Transit,2018
1634,212.902,1,Transit,2018
1635,456.064,1,Transit,2018
1636,703.616,1,Transit,2018
1637,258.113,2,Transit,2018
1638,258.113,2,Transit,2018
1639,406.254,1,Transit,2018
1640,521.716,1,Transit,2018
1641,44.9565,1,Transit,2015
1642,414.708,1,Transit,2018
1643,147.03,1,Transit,2018
1644,228.839,1,Transit,2018
1646,227.775,2,Transit,2018
1647,227.775,2,Transit,2018
1648,191.608,1,Transit,2018
1649,64.0065,1,Transit,2018
1650,661.873,1,Transit,2018
1651,416.457,1,Transit,2018
1652,99.0504,1,Transit,2016
1653,663.834,1,Transit,2018
1654,213.283,1,Transit,2018
1655,162.481,1,Transit,2018
1656,185.605,2,Transit,2018
1657,185.605,2,Transit,2018
1658,138.671,1,Transit,2018
1659,77.5586,4,Transit,2018
1660,77.5586,4,Transit,2018
1661,77.5586,4,Transit,2018
1662,77.5586,4,Transit,2018
1663,327.783,5,Transit,2018
1664,327.783,5,Transit,2018
1665,327.783,5,Transit,2021
1666,327.783,5,Transit,2021
1667,327.783,5,Transit,2021
1668,360.76,1,Transit,2018
1669,249.645,1,Transit,2016
1670,280.518,2,Transit,2018
1671,280.518,2,Transit,2018
1672,564.454,1,Transit,2018
1673,423.065,1,Transit,2018
1674,308.105,1,Transit,2018
1675,228.327,1,Transit,2018
1676,123.438,2,Transit,2018
1677,123.438,2,Transit,2018
1678,488.152,1,Transit,2018
1679,113.123,1,Transit,2018
1680,786.439,1,Transit,2018
1681,182.983,1,Transit,2018
1682,62.9969,1,Transit,2016
1683,391.537,1,Transit,2018
1684,458.139,1,Transit,2018
1685,496.289,2,Transit,2018
1686,402.915,1,Transit,2018
1687,107.272,1,Transit,2018
1688,154.961,4,Transit,2018
1689,154.961,4,Transit,2018
1690,154.961,4,Transit,2018
1691,154.961,4,Transit,2018
1692,76.1486,1,Transit,2018
1693,158.335,1,Transit,2018
1694,65.6138,1,Transit,2018
1695,274.3,1,Transit,2019
1696,178.475,1,Transit,2016
1697,272.909,2,Transit,2019
1698,272.909,2,Transit,2019
1699,90.0562,1,Transit,2019
1700,114.293,1,Transit,2019
1701,392.251,1,Transit,2019
1702,373.078,1,Transit,2019
1703,232.801,1,Transit,2018
1704,44.0727,3,Transit,2015
1705,44.0727,3,Transit,2015
1706,44.0727,3,Transit,2015
1707,333.042,1,Transit,2016
1708,1314.53,1,Transit,2019
1709,110.527,1,Transit,2016
1710,109.86,2,Radial Velocity,2023
1711,56.9686,1,Transit,2020
1712,112.486,2,Transit,2020
1713,112.486,2,Transit,2020
1714,176.291,1,Transit,2020
1715,147.866,1,Transit,2020
1716,209.071,1,Transit,2020
1717,157.682,4,Transit,2016
1718,157.682,4,Transit,2016
1719,157.682,4,Transit,2016
1720,157.682,4,Transit,2019
1721,108.74,1,Transit,2020
1722,77.6888,1,Transit,2020
1723,123.415,1,Transit,2020
1724,118.318,1,Transit,2020
1725,136.667,1,Transit,2020
1726,111.638,1,Transit,2020
1727,282.308,1,Transit,2020
1728,233.237,1,Transit,2020
1729,139.268,1,Transit,2016
1730,160.125,1,Transit,2021
1731,211.43,2,Transit,2021
1732,211.43,2,Transit,2021
1733,123.202,1,Transit,2021
1734,343.99,1,Transit,2021
1735,371.823,1,Transit,2021
1736,557.993,1,Transit,2021
1737,239.289,1,Transit,2021
1738,421.636,1,Transit,2021
1739,156.951,1,Transit,2021
1740,360.36,1,Transit,2021
1741,348.646,1,Transit,2016
1742,738.136,1,Transit,2021
1743,421.408,1,Transit,2021
1744,208.357,1,Transit,2021
1745,166.169,2,Transit,2021
1746,166.169,2,Transit,2021
1747,75.1691,1,Transit,2021
1748,162.408,1,Transit,2021
1749,105.58,1,Transit,2021
1750,320.336,1,Transit,2021
1751,201.856,2,Transit,2021
1752,201.856,2,Transit,2021
1753,453.567,1,Transit,2021
1754,252.596,2,Transit,2016
1755,252.596,2,Transit,2016
1756,489.368,2,Transit,2021
1757,489.368,2,Transit,2016
1758,694.734,1,Transit,2021
1759,176.051,3,Transit,2021
1760,176.051,3,Transit,2021
1761,176.051,3,Transit,2021
1762,268.515,1,Transit,2021
1763,91.722,1,Transit,2021
1764,500.497,1,Transit,2021
1765,355.54,1,Transit,2021
1766,517.687,1,Transit,2021
1767,480.307,1,Transit,2021
1768,109.749,2,Transit,2016
1769,109.749,2,Transit,2016
1770,232.1,2,Radial Velocity,2024
1771,187.222,1,Transit,2022
1772,185.947,1,Transit,2022
1773,176.965,1,Transit,2022
1774,206.608,3,Transit,2022
1775,206.608,3,Transit,2022
1776,206.608,3,Transit,2022
1777,185.55,1,Transit,2022
1778,179.943,3,Transit,2016
1779,179.943,3,Transit,2016
1780,179.943,3,Transit,2016
1781,144.202,1,Transit,2022
1783,463.88,1,Transit,2022
1784,229.567,1,Transit,2022
1785,359.439,2,Transit,2022
1786,359.439,2,Transit,2022
1787,696.1,1,Transit,2022
1788,161.61,1,Transit,2022
1789,195.149,1,Transit,2022
1790,687.973,1,Transit,2022
1791,182.207,1,Transit,2022
1792,192.69,2,Transit,2016
1793,192.69,2,Transit,2016
1794,249.303,1,Transit,2022
1795,145.701,3,Transit,2022
1796,145.701,3,Transit,2022
1797,145.701,3,Transit,2022
1798,278.412,1,Transit,2022
1799,203.788,1,Transit,2022
1800,82.6603,5,Transit,2022
1801,82.6603,5,Transit,2022
1802,82.6603,5,Transit,2022
1803,82.6603,5,Transit,2022
1804,82.6603,5,Transit,2022
1805,420.819,1,Transit,2022
1806,428.785,1,Transit,2022
1807,266.318,1,Transit,2022
1808,290.495,1,Transit,2022
1809,259.208,2,Transit,2022
1810,259.208,2,Transit,2022
1811,307.47,1,Transit,2016
1812,456.122,1,Transit,2022
1813,507.94,1,Transit,2022
1814,406.985,1,Transit,2022
1815,265.914,1,Transit,2022
1816,98.0152,1,Transit,2022
1817,286.727,2,Transit,2022
1818,286.727,2,Transit,2022
1819,274.864,2,Transit,2022
1820,274.864,2,Transit,2022
1821,199.354,1,Transit,2022
1822,606.992,2,Transit,2022
1823,606.992,2,Transit,2022
1824,231.828,1,Transit,2015
1825,62.3804,1,Transit,2022
1826,200.727,1,Transit,2022
1827,523.055,1,Transit,2022
1828,246.599,1,Transit,2022
1829,121.63,1,Transit,2022
1830,197.234,1,Transit,2022
1831,85.3751,1,Transit,2022
1832,218.376,2,Transit,2022
1833,218.376,2,Transit,2022
1834,162.306,1,Transit,2022
1835,431.031,1,Transit,2022
1836,298.219,1,Transit,2022
1837,654.085,1,Transit,2022
1838,285.162,2,Transit,2022
1839,285.162,2,Transit,2022
1840,260.036,2,Transit,2022
1841,260.036,2,Transit,2022
1842,21.8182,1,Transit,2023
1843,120.311,1,Transit,2023
1844,94.0424,1,Transit,2023
1845,268.685,1,Transit,2024
1846,396.913,1,Transit,2016
1847,182.536,2,Transit,2016
1848,182.536,2,Transit,2019
1849,476.703,1,Transit,2016
1850,495.317,1,Transit,2016
1851,449.237,1,Transit,2016
1852,349.881,1,Transit,2016
1853,313.764,1,Transit,2016
1854,457.125,1,Transit,2016
1855,202.943,2,Transit,2015
1856,202.943,2,Transit,2015
1857,257.443,2,Transit,2016
1859,138.018,1,Transit,2016
1860,174.955,1,Transit,2016
1861,159.522,1,Transit,2016
1862,264.213,1,Transit,2016
1863,181.746,3,Transit,2016
1864,181.746,3,Transit,2016
1865,181.746,3,Transit,2016
1866,311.313,2,Transit,2016
1867,311.313,2,Transit,2016
1868,316.819,1,Transit,2015
1869,491.87,1,Transit,2016
1870,405.732,1,Transit,2016
1871,112.467,2,Transit,2016
1872,112.467,2,Transit,2016
1873,517.534,2,Transit,2016
1874,517.534,2,Transit,2016
1875,499.891,1,Transit,2016
1876,72.2,1,Transit,2016
1877,513.877,1,Transit,2016
1878,168.652,1,Transit,2016
1879,180.697,1,Transit,2016
1880,738.553,1,Transit,2015
1881,232.964,1,Transit,2016
1882,153.192,1,Transit,2016
1883,66.4321,4,Transit,2016
1884,66.4321,4,Transit,2016
1885,66.4321,4,Transit,2016
1886,66.4321,4,Transit,2016
1887,269.183,2,Transit,2016
1888,269.183,2,Radial Velocity,2025
1889,377.822,1,Transit,2016
1890,561.93,2,Transit,2016
1891,561.93,2,Transit,2016
1892,141.731,1,Transit,2016
1893,256.011,1,Transit,2016
1894,403.513,2,Transit,2015
1895,403.513,2,Transit,2016
1896,200.802,3,Transit,2016
1897,200.802,3,Transit,2016
1898,200.802,3,Transit,2018
1899,252.318,1,Transit,2016
1900,125.529,2,Transit,2016
1901,125.529,2,Transit,2016
1902,284.876,2,Transit,2016
1903,284.876,2,Transit,2016
1904,97.2179,1,Transit,2016
1905,258.699,1,Transit,2016
1906,491.242,1,Transit,2016
1907,110.561,1,Transit,2016
1908,86.0386,1,Transit,2016
1909,82.9631,1,Transit,2015
1910,134.188,2,Transit,2016
1911,134.188,2,Transit,2016
1912,62.5785,1,Transit,2016
1913,179.854,1,Transit,2016
1914,878.43,1,Transit,2016
1915,518.625,1,Transit,2016
1916,519.229,2,Transit,2016
1917,519.229,2,Radial Velocity,2022
1918,268.43,1,Transit,2012
1919,188.404,1,Transit,2016
1920,99.1596,1,Transit,2017
1921,368.03,1,Transit,2017
1922,250.121,1,Transit,2016
1923,324.683,1,Transit,2016
1924,444.586,1,Transit,2017
1925,226.5,1,Transit,2016
1926,321.376,1,Transit,2017
1927,300.276,1,Transit,2017
1928,134.058,1,Transit,2012
1929,136.426,1,Transit,2017
1930,470.878,1,Transit,2018
1931,126.261,1,Transit,2019
1932,96.5173,1,Transit,2019
1933,210.252,1,Transit,2013
1934,218.05,1,Transit,2016
1935,240.726,2,Transit,2014
1936,240.726,2,Radial Velocity,2015
1937,136.681,1,Transit,2015
1938,197.572,1,Transit,2015
1939,204.455,1,Transit,2017
1943,721.105,1,Orbital Brightness Modulation,2021
1944,1461.15,1,Transit,2015
1945,401.229,1,Radial Velocity,2022
1946,1215.7,1,Transit,2015
1947,1274.01,2,Transit,2015
1948,454.95,1,Orbital Brightness Modulation,2021
1949,1382.89,1,Pulsation Timing Variations,2016
1950,707.303,1,Orbital Brightness Modulation,2021
1951,1072.3,3,Transit,2015
1952,1072.3,3,Transit,2015
1953,1594.74,2,Transit,2015
1954,6300.0,1,Microlensing,2018
1955,5080.0,1,Microlensing,2023
1956,6651.0,1,Microlensing,2019
1957,6920.0,1,Microlensing,2026
1958,6600.0,1,Microlensing,2018
1959,6260.0,1,Microlensing,2018
1960,7100.0,1,Microlensing,2019
1961,7010.0,1,Microlensing,2018
1962,3580.0,1,Microlensing,2024
1963,6440.0,1,Microlensing,2020
1964,4880.0,1,Microlensing,2020
1965,6421.0,1,Microlensing,2021
1966,4530.0,1,Microlensing,2018
1967,5400.0,1,Microlensing,2023
1968,5080.0,1,Microlensing,2022
1969,7220.0,1,Microlensing,2024
1970,7090.0,1,Microlensing,2023
1971,6000.0,1,Microlensing,2019
1972,6500.0,1,Microlensing,2024
1973,6500.0,1,Microlensing,2019
1974,4240.0,1,Microlensing,2023
1975,7800.0,1,Microlensing,2025
1976,8030.0,1,Microlensing,2024
1977,7040.0,1,Microlensing,2021
1978,3380.0,1,Microlensing,2020
1979,6480.0,1,Microlensing,2022
1980,7020.0,1,Microlensing,2022
1981,6760.0,1,Microlensing,2022
1982,7300.0,1,Microlensing,2020
1983,6890.0,1,Microlensing,2023
1984,6705.0,1,Microlensing,2021
1985,3460.0,1,Microlensing,2020
1986,6483.0,1,Microlensing,2021
1987,5840.0,1,Microlensing,2021
1988,4150.0,1,Microlensing,2022
1989,967.0,1,Microlensing,2019
1990,5910.0,1,Microlensing,2021
1991,4310.0,1,Microlensing,2022
1992,4900.0,1,Microlensing,2022
1993,3090.0,1,Microlensing,2023
1994,6710.0,1,Microlensing,2023
1995,7710.0,1,Microlensing,2023
1996,7010.0,1,Microlensing,2021
1997,4410.0,1,Microlensing,2022
1998,7300.0,1,Microlensing,2025
1999,3320.0,1,Microlensing,2020
2000,7200.0,1,Microlensing,2022
2001,6600.0,1,Microlensing,2022
2002,2740.0,1,Microlensing,2023
2003,6120.0,1,Microlensing,2020
2004,4670.0,1,Microlensing,2023
2005,4600.0,1,Microlensing,2022
2006,3860.0,1,Microlensing,2021
2007,6640.0,1,Microlensing,2023
2008,7040.0,1,Microlensing,2020
2009,5910.0,1,Microlensing,2023
2010,6100.0,1,Microlensing,2022
2011,3840.0,1,Microlensing,2026
2012,1220.0,2,Microlensing,2021
2013,1220.0,2,Microlensing,2021
2014,3130.0,1,Microlensing,2022
2015,4600.0,1,Microlensing,2022
2016,5120.0,1,Microlensing,2022
2017,6600.0,1,Microlensing,2022
2018,6950.0,1,Microlensing,2022
2019,6600.0,1,Microlensing,2021
2020,3090.0,1,Microlensing,2023
2021,7000.0,1,Microlensing,2025
2022,6090.0,1,Microlensing,2022
2023,6480.0,1,Microlensing,2023
2024,5560.0,1,Microlensing,2022
2025,8240.0,2,Microlensing,2022
2026,8240.0,2,Microlensing,2022
2027,4540.0,1,Microlensing,2023
2028,3800.0,1,Microlensing,2023
2029,6640.0,1,Microlensing,2022
2030,6280.0,1,Microlensing,2022
2031,5970.0,1,Microlensing,2022
2032,5720.0,1,Microlensing,2022
2033,5070.0,1,Microlensing,2023
2034,7680.0,1,Microlensing,2022
2035,7200.0,1,Microlensing,2022
2036,6920.0,1,Microlensing,2023
2037,6900.0,1,Microlensing,2022
2038,7090.0,1,Microlensing,2023
2039,6800.0,1,Microlensing,2022
2040,2970.0,1,Microlensing,2023
2041,7480.0,1,Microlensing,2024
2042,6570.0,1,Microlensing,2024
2043,7140.0,1,Microlensing,2023
2044,3500.0,1,Microlensing,2023
2045,7710.0,1,Microlensing,2023
2046,6900.0,1,Microlensing,2026
2047,6480.0,1,Microlensing,2025
2048,5300.0,2,Microlensing,2026
2049,5300.0,2,Microlensing,2026
2050,5570.0,1,Microlensing,2025
2051,7320.0,1,Microlensing,2024
2052,5410.0,1,Microlensing,2025
2053,5900.0,1,Microlensing,2024
2054,6800.0,1,Microlensing,2026
2055,7070.0,1,Microlensing,2024
2056,6830.0,1,Microlensing,2025
2057,6390.0,1,Microlensing,2024
2058,7250.0,1,Microlensing,2025
2059,6060.0,1,Microlensing,2025
2060,6800.0,1,Microlensing,2024
2061,7220.0,1,Microlensing,2024
2062,6980.0,1,Microlensing,2024
2063,7130.0,1,Microlensing,2024
2064,6210.0,1,Microlensing,2024
2065,5490.0,1,Microlensing,2025
2066,5570.0,1,Microlensing,2025
2067,8340.0,1,Microlensing,2026
2068,5750.0,1,Microlensing,2026
2069,7210.0,2,Microlensing,2025
2070,7210.0,2,Microlensing,2025
2071,6950.0,1,Microlensing,2025
2072,7140.0,1,Microlensing,2024
2073,3930.0,1,Microlensing,2025
2074,7180.0,1,Microlensing,2025
2075,5480.0,1,Microlensing,2026
2076,6070.0,1,Microlensing,2025
2077,7190.0,1,Microlensing,2026
2078,7620.0,1,Microlensing,2025
2079,6200.0,1,Microlensing,2026
2080,7500.0,1,Microlensing,2026
2081,23.9718,2,Radial Velocity,2025
2082,23.9718,2,Radial Velocity,2025
2083,399.398,2,Transit,2015
2084,656.0,1,Transit,2014
2085,519.096,1,Transit,2011
2086,1159.21,2,Transit,2025
2087,1159.21,2,Transit Timing Variations,2025
2088,376.863,3,Transit,2013
2089,376.863,3,Transit Timing Variations,2013
2090,1131.64,2,Transit,2019
2091,1131.64,2,Transit,2019
2092,865.73,2,Transit,2020
2093,865.73,2,Transit,2020
2094,501.574,4,Transit,2021
2095,290.324,3,Transit,2021
2096,134.311,2,Transit,2013
2098,1369.87,1,Transit,2023
2099,887.064,2,Transit,2021
2100,887.064,2,Transit,2021
2101,848.254,8,Transit,2013
2102,848.254,8,Transit,2013
2103,848.254,8,Transit,2013
2104,848.254,8,Transit,2013
2105,848.254,8,Transit,2013
2106,848.254,8,Transit,2013
2107,848.254,8,Transit,2013
2108,921.986,1,Transit,2018
2109,172.245,1,Transit,2022
2110,936.341,1,Transit,2024
2111,1231.02,2,Orbital Brightness Modulation,2011
2112,1231.02,2,Orbital Brightness Modulation,2011
2113,264.995,1,Transit,2022
2114,271.277,1,Transit,2022
2115,477.052,4,Transit,2013
2116,477.052,4,Transit,2013
2117,477.052,4,Transit,2013
2118,477.052,4,Transit,2013
2119,252.667,2,Transit,2022
2120,252.667,2,Transit Timing Variations,2022
2121,158.618,1,Imaging,2026
2122,140.563,1,Imaging,2026
2123,145.434,1,Imaging,2026
2124,262.706,1,Transit,2018
2125,3.93305,1,Radial Velocity,2014
2126,185.506,3,Transit,2011
2127,185.506,3,Transit,2011
2128,185.506,3,Radial Velocity,2023
2129,304.645,4,Transit,2014
2130,304.645,4,Transit,2014
2131,304.645,4,Transit,2014
2132,304.645,4,Radial Velocity,2023
2133,1115.62,1,Transit,2016
2134,928.978,2,Transit,2016
2135,928.978,2,Transit,2020
2136,408.303,1,Transit,2016
2137,941.902,1,Transit,2016
2138,1152.68,1,Transit,2016
2139,567.806,1,Transit,2016
2140,1081.738,1,Transit,2016
2141,365.0,1,Transit,2016
2142,282.565,1,Transit,2016
2143,355.019,1,Transit,2016
2144,927.981,2,Transit,2014
2145,927.981,2,Transit,2014
2146,579.273,1,Transit,2016
2147,736.779,1,Transit,2016
2148,411.077,1,Transit,2016
2149,422.246,1,Transit,2016
2150,624.8,1,Transit,2016
2151,739.357,1,Transit,2016
2152,1402.82,2,Transit,2016
2153,1402.82,2,Transit,2016
2154,552.058,1,Transit,2016
2155,1010.01,1,Transit,2016
2156,194.182,1,Transit,2016
2157,107.796,5,Transit,2014
2158,107.796,5,Transit,2014
2159,107.796,5,Transit,2014
2160,107.796,5,Transit,2013
2161,107.796,5,Transit,2014
2162,415.358,1,Transit,2016
2163,810.082,1,Transit,2016
2164,420.042,1,Transit,2016
2165,694.175,1,Transit,2016
2166,1087.4,1,Transit,2016
2167,803.776,1,Transit,2016
2168,351.239,1,Transit,2016
2169,405.104,1,Transit,2016
2170,607.916,1,Transit,2016
2171,366.656,1,Transit,2016
2172,494.832,2,Transit,2014
2173,494.832,2,Transit,2014
2174,758.702,1,Transit,2016
2175,682.882,1,Transit,2016
2176,673.01,1,Transit,2016
2177,1455.5,1,Transit,2016
2178,654.549,1,Transit,2016
2179,562.116,1,Transit,2016
2180,489.435,1,Transit,2016
2181,446.914,1,Transit,2016
2182,584.136,2,Transit,2016
2183,584.136,2,Transit,2021
2184,306.91,1,Transit,2016
2185,400.785,3,Transit,2014
2186,400.785,3,Transit,2014
2187,400.785,3,Transit,2014
2188,482.119,1,Transit,2016
2189,1485.82,1,Transit,2016
2190,659.0,1,Transit,2016
2191,903.332,1,Transit,2016
2192,1278.96,1,Transit,2016
2193,942.485,1,Transit,2016
2194,721.534,1,Transit,2016
2195,817.647,2,Transit,2016
2196,817.647,2,Transit,2016
2197,556.006,1,Transit,2016
2198,162.006,1,Transit,2016
2199,459.223,2,Transit,2013
2200,459.223,2,Transit,2014
2201,490.488,2,Transit,2016
2202,490.488,2,Transit,2016
2203,829.343,1,Transit,2016
2204,943.444,2,Transit,2016
2205,943.444,2,Transit,2023
2206,151.129,1,Transit,2016
2207,1090.51,1,Transit,2016
2208,389.397,1,Transit,2016
2209,982.51,1,Transit,2016
2210,1201.82,1,Transit,2016
2211,491.997,1,Transit,2016
2212,713.167,1,Transit,2016
2213,444.322,4,Transit,2014
2214,444.322,4,Transit,2014
2215,444.322,4,Transit,2014
2216,444.322,4,Transit,2014
2217,946.565,1,Transit,2016
2218,543.375,1,Transit,2016
2219,397.455,1,Transit,2016
2220,343.226,1,Transit,2016
2221,374.0,1,Transit,2016
2222,1122.48,2,Transit,2016
2223,1122.48,2,Transit,2016
2224,344.251,1,Transit,2016
2225,667.693,2,Transit,2016
2226,667.693,2,Transit,2021
2227,1473.61,1,Transit,2016
2228,695.967,1,Transit,2016
2229,525.997,4,Transit,2014
2230,525.997,4,Transit,2014
2231,525.997,4,Transit,2014
2232,525.997,4,Transit,2014
2233,939.001,1,Transit,2016
2234,1042.27,1,Transit,2016
2235,982.716,1,Transit,2016
2236,809.897,3,Transit,2016
2237,809.897,3,Transit,2016
2238,809.897,3,Transit,2021
2239,250.817,1,Transit,2016
2240,291.275,1,Transit,2016
2241,199.0,1,Transit,2016
2242,1101.42,1,Transit,2016
2243,2481.71,1,Transit,2016
2244,591.098,1,Transit,2016
2245,338.732,2,Transit,2014
2246,338.732,2,Transit,2014
2247,1382.82,1,Transit,2016
2248,420.215,1,Transit,2016
2249,739.557,1,Transit,2016
2250,902.633,1,Transit,2016
2251,405.533,1,Transit,2016
2252,1364.53,2,Transit,2016
2253,1364.53,2,Transit,2020
2254,466.084,2,Transit,2016
2255,466.084,2,Transit,2016
2256,362.623,1,Transit,2016
2257,280.629,1,Transit,2016
2258,259.328,1,Transit,2016
2259,474.861,2,Transit,2014
2260,474.861,2,Transit,2014
2261,858.77,2,Transit,2016
2262,858.77,2,Transit,2021
2263,914.299,1,Transit,2016
2264,981.233,1,Transit,2016
2265,1072.88,2,Transit,2016
2266,1072.88,2,Transit,2016
2267,1291.01,1,Transit,2016
2268,792.522,1,Transit,2016
2269,377.976,1,Transit,2016
2270,719.802,1,Transit,2016
2271,1049.19,1,Transit,2016
2272,1022.8,1,Transit,2016
2273,646.346,6,Transit,2010
2274,646.346,6,Transit,2010
2275,646.346,6,Transit,2010
2276,646.346,6,Transit,2010
2277,646.346,6,Transit,2010
2278,646.346,6,Transit,2010
2279,586.531,2,Transit,2014
2280,586.531,2,Transit,2014
2281,693.618,1,Transit,2016
2282,742.473,1,Transit,2016
2283,1246.05,1,Transit,2016
2284,1331.92,1,Transit,2016
2285,530.658,1,Transit,2016
2286,318.004,1,Transit,2016
2287,1090.7,1,Transit,2016
2288,428.798,1,Transit,2016
2289,767.701,1,Transit,2016
2290,685.087,1,Transit,2016
2291,657.223,2,Transit,2014
2292,657.223,2,Transit,2014
2293,726.828,1,Transit,2016
2294,841.536,1,Transit,2016
2295,1671.28,1,Transit,2016
2296,1073.88,1,Transit,2016
2297,418.417,1,Transit,2016
2298,983.245,1,Transit,2016
2299,1008.57,1,Transit,2016
2300,568.487,1,Transit,2016
2301,888.325,1,Transit,2016
2302,1757.23,1,Transit,2016
2303,513.206,2,Transit,2014
2304,513.206,2,Transit,2014
2305,615.231,1,Transit,2016
2306,482.047,1,Transit,2016
2307,1230.42,1,Transit,2016
2308,704.323,1,Transit,2016
2309,289.899,1,Transit,2016
2310,2011.41,1,Transit,2016
2311,635.736,2,Transit,2016
2312,635.736,2,Transit,2023
2313,842.459,1,Transit,2016
2314,1083.41,1,Transit,2016
2315,1183.88,2,Transit,2016
2316,1183.88,2,Transit,2016
2317,262.351,2,Transit,2014
2318,262.351,2,Transit,2014
2319,249.343,3,Transit,2016
2320,249.343,3,Transit,2021
2321,249.343,3,Transit,2021
2322,1030.7,1,Transit,2016
2323,867.931,1,Transit,2016
2324,753.135,1,Transit,2016
2325,944.445,1,Transit,2016
2326,1314.64,1,Transit,2016
2327,491.406,1,Transit,2016
2328,921.778,1,Transit,2016
2329,872.328,1,Transit,2016
2330,495.156,1,Transit,2016
2331,259.533,3,Transit,2014
2332,259.533,3,Transit,2013
2333,259.533,3,Transit,2013
2334,656.48,1,Transit,2016
2335,393.642,1,Transit,2016
2336,1273.51,1,Transit,2016
2337,555.189,2,Transit,2016
2338,555.189,2,Transit,2016
2339,1140.57,1,Transit,2016
2340,691.961,1,Transit,2016
2341,703.038,1,Transit,2016
2342,1657.36,1,Transit,2016
2343,625.692,1,Transit,2016
2344,1217.73,1,Transit,2016
2345,623.609,2,Transit,2014
2346,623.609,2,Transit,2014
2347,358.518,1,Transit,2016
2348,682.436,1,Transit,2016
2349,215.233,1,Transit,2016
2350,1119.49,1,Transit,2016
2351,1460.1,2,Transit,2016
2352,1460.1,2,Transit,2016
2353,1128.72,1,Transit,2016
2354,691.331,1,Transit,2016
2355,342.144,1,Transit,2016
2356,1484.25,1,Transit,2016
2357,1213.71,1,Transit,2016
2358,955.168,2,Transit,2014
2359,955.168,2,Transit,2014
2360,1077.63,1,Transit,2016
2361,547.726,1,Transit,2016
2362,940.211,2,Transit,2016
2363,940.211,2,Transit,2023
2364,478.647,1,Transit,2016
2365,431.622,1,Transit,2016
2366,1575.2,2,Transit,2016
